8,False
13,False
15,False
21,False
25,False
36,False
39,False
48,False
50,False
63,True
66,False
71,False
79,True
82,False
86,True
99,True
102,False
104,False
109,False
113,False
114,False
120,False
125,False
127,True
129,False
136,False
147,True
148,False
149,False
159,False
180,False
181,False
184,False
190,False
195,False
207,False
211,False
212,False
216,False
217,False
224,True
234,False
236,False
237,False
244,True
252,False
265,False
269,False
274,False
278,False
282,False
299,False
302,False
308,False
315,False
317,False
322,False
327,True
351,False
361,False
362,False
366,False
371,False
375,False
383,False
386,True
398,False
401,False
426,False
427,True
437,True
439,False
458,False
460,False
462,False
467,False
471,False
472,False
475,False
479,False
480,True
485,False
488,False
489,False
500,False
510,True
514,False
522,False
524,True
536,False
550,True
557,False
561,False
564,False
572,False
577,False
579,True
590,False
598,False
601,False
610,False
612,False
615,False
616,False
621,True
627,False
634,False
636,True
639,False
650,False
651,False
658,True
664,False
666,False
667,False
673,False
678,True
679,False
683,True
686,False
696,True
703,False
709,True
711,False
712,True
713,False
714,False
717,False
722,False
727,False
729,False
737,False
738,False
746,False
749,False
765,False
773,False
774,False
783,True
788,False
792,False
796,True
799,True
805,True
808,False
810,False
811,False
813,False
820,False
831,False
832,True
833,False
836,False
837,False
840,False
841,False
852,False
894,False
912,False
915,False
918,False
932,False
939,False
943,False
951,False
957,False
958,True
961,False
967,True
987,True
988,True
990,False
994,False
1040,False
1043,True
1046,False
1047,False
1054,True
1059,False
1062,False
1072,False
1073,True
1074,True
1076,False
1077,False
1090,True
1097,False
1103,False
1104,False
1109,False
1110,False
1126,True
1133,True
1149,False
1154,False
1175,False
1183,True
1191,False
1194,False
1201,False
1208,False
1219,False
1228,False
1231,False
1238,True
1241,False
1245,False
1250,False
1252,True
1254,False
1259,False
1262,True
1264,False
1276,False
1281,False
1288,True
1302,False
1305,False
1316,False
1317,False
1319,False
1321,False
1322,False
1324,False
1328,False
1330,True
1331,False
1332,False
1341,True
1342,False
1346,False
1348,False
1360,False
1362,False
1364,False
1381,False
1384,False
1392,False
1398,False
1411,False
1414,False
1417,False
1418,False
1425,False
1426,False
1433,False
1434,False
1441,False
1446,False
1448,True
1453,True
1455,False
1458,False
1465,False
1468,False
1473,False
1479,False
1486,True
1497,False
1509,True
1519,False
1537,True
1545,False
1553,False
1559,False
